"SYTx";"Systemtechnik x-Gruppe";;;;;;;;;;;;"L1";1.16700;;;0;8454143;;"SYT";;
"SYTy";"Systemtechnik y-Gruppe";;;;;;;;;;;;"L1";1.16700;;;0;8454143;;"SYT";;
"TE1";"Technologie";;;;;;;;;;;;"L1";1.16700;;;;;;"TEIN";;
"TEIN";"Technologie und Angewandte Informatik";;;;;;;;;;;;"L1";1.16700;;;;;;;;
"TEKO";"TELEKOMMUNIKATION";;;;;;;;;;;;"L1";1.16700;;;;;;;;
"TEPH";"Technologie und Phänomenologie";;;;;;;;;;;;"L1";1.16700;;;;;;;;
"TICP4A";"Techn. Informatik und Computerpraktikum";;;;;;;;;;;;"L4A";0.95500;;;;;;"TINF_4A";;
"TINF_1";"Techn. Informatik und Computerpraktikum";;;;;;;;;;;;"L1";1.16700;;;;;;;;
"TINFx";"Technische Informatik und Computerpraktikum";;;;;;;;;;;;"L1";1.16700;;;0;8454143;;"TINF_1";;
"TINFy";"Technische Informatik und Computerpraktikum";;;;;;;;;;;;"L1";1.16700;;;0;8454143;;"TINF_1";;
"TMEN";"TECHNOLOGIE DER MEDIEN / KD-Kolleg Abend";;;;;;;;;;;;"L1";1.16700;;;;;;;;
"TYPE";"TYPOGRAF.ENTWURF";;;;;;;;;;;;"L2";1.10500;;;;;;;;
"UFW1";"Unternehmensführung und Wirtschaftsrecht";;;;;;;;;;;;"L1";1.16700;;;;;;"UFW_1";;
"UFW2";"Unternehmensführung und Wirtschaftsrecht";;;;;;;;;;;;"L2";1.10500;;;;;;"UFW_2";;
"UFW_2";"Unternehmensführung und Wirtschaftsrecht";;;;;;;;;;;;"L2";1.10500;;;;;;"UFW_2";;
"UNF";"Unternehmensführung";;;;;;;;;;;;"L2";1.10500;;;;;;;;
"VAJF";"Joure Fixe VA";;;;;;;;;;;;"LX";0.00000;;;0;12632256;;;;
"WEPT";"Werkstätte und Produktionstechnik";;;;;;;;;;;;"L4";0.91300;;;0;8454016;;"WPT_4";;
"WIR3";"WIRTSCHAFT U.RECHT";;;;;;;;;;;;"L3";1.05000;;;;;;"WIR_3";;
"WIRE";"Wirtschaft und Recht - 2";;;;;;;;;;;;"L2";1.10500;;;;;;"WIR_2";;
"WMC_1";"Webprogrammierung und Mobile Computing";;;;;;;;;;;;"L1";1.16700;;;;;;;;
"WMC_1x";"Webprogrammierung und Mobile Computing";;;;;;;;;;;;"L1";1.16700;;;;;;"WMC_1";;
"WMC_1y";"Webprogrammierung und Mobile Computing";;;;;;;;;;;;"L1";1.16700;;;;;;"WMC_1";;
"WPT_3";"Werkstätte und Produktionstechnik";;;;;;;;;;;;"L3";1.05000;;;0;8454016;;"WPT_3";;
"WPT_4";"Werkstätte und Produktionstechnik";;;;;;;;;;;;"L4";0.91300;;;0;8454016;;"WPT_4";;
"WRKL";"WERKSTÄTTENLEITG.";;;"I";;;;;;;;;"L99";1.00000;"Entl.";;;;;;;
