"6ACIF";"Kolleg f. Informatik - Abend";;"B5.08";;;;;;;;;;"24";"7s";"1222";5;15;"8244";"20220214";;"Steinwender";;;;;;1.22200;;"ENU";"C5.09";0;
"7ABIF";"Aufbaulehrgang f. Informatik - Abend";"A";;;;;;;;;;;"53";"7w";"1000";0;16;"8168";;"20220213";"Steinwender";;;;;;1.00000;;"HIK";;0;
"7ACIF";"Kolleg f. Informatik - Abend";"A";"C3.06";;;;;;;;;;"25";"7w";"1000";8;16;"8244";;"20220213";"Steinwender";;;;;;1.00000;;"LIC";"C3.08";0;
"7BBIF";"Aufbaulehrgang f. Informatik - Abend";"A";"C2.06";;;;;;;;;;"53";"7w";"1000";3;11;"8168";;"20220213";"Steinwender";;;;;;1.00000;;"BAM";"C2.06";0;
"8ABIF";"Aufbaulehrgang f. Informatik - Abend";;;;;;;;;;;;"54";"7s";"1222";0;16;"8168";"20220214";"20220501";"Steinwender";;;;;;1.22200;;"HIK";;0;
"8ACIF";"Kolleg f. Informatik - Abend";;"C3.06";;;;;;;;;;"26";"7s";"1222";8;16;"8244";"20220214";"20220501";"Steinwender";;;;;;1.22200;;"LIC";"C3.08";0;
"8BBIF";"Aufbaulehrgang f. Informatik - Abend";;"C2.06";;;;;;;;;;"53";"7s";"1222";3;11;"8168";"20220214";"20220501";"Steinwender";;;;;;1.22200;;"BAM";"C2.06";0;
"3ACMNA";"Kolleg für Medien - Animation";"A";"A3.12";;;;;;;;;;"21";"7wa";"1000";23;9;"8195";;"20220213";"Pramel";;;;;;1.00000;;"BIN";;0;
"3ACMNG";"Kolleg für Medien - Game Design";"A";"A3.05";;;;;;;;;;"21";"7wa";"1000";13;11;"8199";;"20220213";"Pramel";;;;;;1.00000;;"LJK";;0;
"4ACMNA";"Kolleg für Medien - Animation";"A";"A3.12";;;;;;;;;;"22";"7sa";"1000";23;9;"8195";"20220214";;"Pramel";;;;;;1.00000;;"BIN";;0;
"4ACMNG";"Kolleg für Medien - Game Design";"A";"A3.05";;;;;;;;;;"22";"7sa";"1000";13;11;"8199";"20220214";;"Pramel";;;;;;1.00000;;"LJK";;0;
"5ACMNA";"Kolleg für Medien - Animation";"A";"A3.19";"k";;;;;;;;;"23";"7wa";"1000";23;6;"8195";;"20220213";"Pramel";;;;;;1.00000;;"BIN";;0;
"5ACMNG";"Kolleg für Medien - Gamedesign";"A";"A3.13";;;;;;;;;;"23";"7wa";"1000";11;8;"8199";;"20220213";"Pramel";;;;;;1.00000;;"LJK";;0;
"6ACMNA";"Kolleg für Medien - Animation";"A";"A3.19";;;;;;;;;;"24";"7sa";"1000";23;6;"8195";"20220214";;"Pramel";;;;;;1.00000;;"BIN";;0;
"6ACMNG";"Kolleg für Medien - Gamedesign";"A";"A3.13";;;;;;;;;;"23";"7sa";"1000";11;8;"8199";"20220214";;"Pramel";;;;;;1.00000;;"LJK";;0;
"7ACMNA";"Kolleg für Medien -Animation";"A";"A3.14";"k";;;;;;;;;"25";"7wa";"1000";17;4;"8195";;"20220213";"Pramel";;;;;;1.00000;;"BIN";;0;
"7ACMNG";"Kolleg für Medien - Gamedesign";"A";"A3.04";;;;;;;;;;"25";"7wa";"1000";2;6;"8199";;"20220213";"Pramel";;;;;;1.00000;;"LJK";;0;
"8ACMNA";"Kolleg für Medien - Animation";"A";"A3.14";"k";;;;;;;;;"26";"7sa";"1000";17;4;"8195";"20220214";"20220501";"Pramel";;;;;;1.00000;;"BIN";;0;
"8ACMNG";"Kolleg für Medien - Gamedesign";"A";"A3.04";;;;;;;;;;"26";"7sa";"1000";2;6;"8199";"20220214";"20220501";"Pramel";;;;;;1.00000;;"LJK";;0;
"FS19_5";"GRG Grinzing - 5. Klasse";;;"I";;;;;;;;;"9";;;0;0;;;;;;;;;;1.00000;;;;0;
"FS19_7";"GRG Grinzing - 7. Klasse";;;"I";;;;;;;;;"11";;;0;0;;;;;;;;;;1.00000;;;;0;
"FS19_8";"GRG Grinzing - 8. Klasse";;;"I";;;;;;;;;"12";;;0;0;;;;;;;;;;1.00000;;;;0;
