638;"1AHWII";"SOG";"AMx";"A1.06";4;3;;
638;"1AHWII";"SOG";"AMx";"A1.06";4;4;;
638;"1AHWII";"ZIM";"AMy";"B1.08ab";1;1;;
638;"1AHWII";"ZIM";"AMy";"B1.08ab";4;3;;
638;"1AHWII";"ZIM";"AMy";"B1.08ab";4;4;;
639;"1AHWII";"SOR";"BESP";"CU.28";2;1;;
639;"1AHWII";"SOR";"BESP";"CU.28";2;2;;
639;"1AHWII";"MGE";"BESP";"CU.28";2;1;;
639;"1AHWII";"MGE";"BESP";"CU.28";2;2;;
640;"2AHMNA";"LAP";"BESP";"CU.28";3;1;;
640;"2AHMNA";"LAP";"BESP";"CU.28";3;2;;
640;"2AHMNA";"ALS";"BESP";"CU.28";3;1;;
640;"2AHMNA";"ALS";"BESP";"CU.28";3;2;;
641;"2AHMNG";"LAP";"BESP";"CU.28";3;3;;
641;"2AHMNG";"LAP";"BESP";"CU.28";3;4;;
641;"2AHMNG";"MST";"BESP";"CU.28";3;3;;
641;"2AHMNG";"MST";"BESP";"CU.28";3;4;;
642;"1AHKUI";"KDC";"BESP";"CU.27";3;3;;
642;"1AHKUI";"KDC";"BESP";"CU.27";3;4;;
642;"1AHKUI";"ALS";"BESP";"CU.27";3;3;;
642;"1AHKUI";"ALS";"BESP";"CU.27";3;4;;
643;"1BHBGM";"OEM";"BESP";"CU.27";4;8;;
643;"1BHBGM";"OEM";"BESP";"CU.27";4;9;;
643;"1BHBGM";"MGE";"BESP";"CU.27";4;8;;
643;"1BHBGM";"MGE";"BESP";"CU.27";4;9;;
644;"1AHBGM";"BV";"BESP";"CU.28";1;3;;
644;"1AHBGM";"BV";"BESP";"CU.28";1;4;;
644;"1AHBGM";"MST";"BESP";"CU.28";1;3;;
644;"1AHBGM";"MST";"BESP";"CU.28";1;4;;
645;"2AHKUI";"KDC";"BESP";"CU.27";1;3;;
645;"2AHKUI";"KDC";"BESP";"CU.27";1;4;;
645;"2AHKUI";"ALS";"BESP";"CU.27";1;3;;
645;"2AHKUI";"ALS";"BESP";"CU.27";1;4;;
646;"2AHWIT";"BLJ";"GGP";"A1.14";2;4;;
646;"2AHWIT";"BLJ";"GGP";"A1.14";3;3;;
647;"2AHBGM";"PF";"GGP";"C2.09";3;4;;
647;"2AHBGM";"PF";"GGP";"C2.09";3;5;;
648;"3CAIF";"HG";"AM";"A1.17";2;9;;
648;"3CAIF";"HG";"AM";"A1.17";2;10;;
648;"3CAIF";"HG";"AM";"C3.10";4;11;;
648;"3CAIF";"HG";"AM";"C3.10";4;12;;
649;"3AHMNG";"MOS";"NW2";"AH.32";1;4;;
650;"2BHIF";"RX";"POS1x";"C3.07";1;8;;
650;"2BHIF";"RX";"POS1x";"C3.07";1;9;;
650;"2BHIF";"RX";"POS1x";"C3.07";1;10;;
650;"2BHIF";"SCG";"POS1y";"C3.07";1;8;;
650;"2BHIF";"SCG";"POS1y";"C3.07";1;9;;
650;"2BHIF";"SCG";"POS1y";"C3.07";1;10;;
651;"1BHIF";"PF";"GGP";"C4.14";2;7;;
651;"1BHIF";"PF";"GGP";"C1.13";5;3;;
655;"3AHMNG";"KNJ";"E1x";"B5.10";2;4;;
655;"3AHMNG";"KNJ";"E1x";"B5.10";4;5;;
655;"3AHMNG";"SL";"E1y";"A3.13";2;4;;
655;"3AHMNG";"SL";"E1y";"B5.11";4;5;;
656;"1AFITN";"AMA";"NWT_1x";"B3.08MF";3;1;;
656;"1AFITN";"AMA";"NWT_1x";"B3.08MF";3;2;;
656;"1AFITN";"JO";"NWT_1y";"B3.08MF";3;1;;
656;"1AFITN";"JO";"NWT_1y";"B3.08MF";3;2;;
657;"6AKKUI";"FOJ";"EWD";"A2.04";2;3;;
657;"6AKKUI";"FOJ";"EWD";"A2.04";2;4;;
657;"6AKKUI";"FOJ";"EWD";"A2.04";2;5;;
657;"6AKKUI";"DVO";"EWD";"A2.04";2;3;;
657;"6AKKUI";"DVO";"EWD";"A2.04";2;4;;
657;"6AKKUI";"DVO";"EWD";"A2.04";2;5;;
658;"2EHIF";"STA";"NSCS_1";"C3.08";3;3;;
658;"2EHIF";"STA";"NSCS_1";"C3.08";3;4;;
661;"2EHIF";"BLJ";"GGPB";"C3.08";3;1;;
661;"2EHIF";"BLJ";"GGPB";"C3.08";3;2;;
662;"2EHIF";"ZUM";"POS1";"C3.08";4;1;;
662;"2EHIF";"ZUM";"POS1";"C3.08";4;2;;
664;"2EHIF";"BES";"AM";"C3.08";1;7;;
664;"2EHIF";"BES";"AM";"C3.08";1;8;;
664;"2EHIF";"BES";"AM";"C3.08";2;6;;
665;"2EHIF";"FRF";"BWM3";"C3.08";3;5;;
666;"2EHIF";"WAA";"NW2";"C3.08";2;7;;
666;"2EHIF";"WAA";"NW2";"DE.03";4;6;;
666;"2EHIF";"WAA";"NW2";"C3.08";5;5;;
667;"2EHIF";"FRF";"BWM1";"C3.08";3;6;;
4281;"2EHIF";"RX";"POS1";"C3.08";1;6;;
669;"2EHIF";"SPO";"WMC_1";"C3.08";4;3;;
669;"2EHIF";"SPO";"WMC_1";"C3.08";4;4;;
670;"2EHIF";"SOR";"BESP";"CU.28";2;3;;
670;"2EHIF";"SOR";"BESP";"CU.28";2;4;;
670;"2EHIF";"MGE";"BESP";"CU.28";2;3;;
670;"2EHIF";"MGE";"BESP";"CU.28";2;4;;
671;"2EHIF";"PUA";"NSCS_1y";"B3.11NW";3;3;;
671;"2EHIF";"PUA";"NSCS_1y";"B3.11NW";3;4;;
671;"2EHIF";"STA";"NSCS_1x";"B3.11NW";3;3;;
671;"2EHIF";"STA";"NSCS_1x";"B3.11NW";3;4;;
672;"2EHIF";"FRF";"SOPK";"C3.08";2;8;;
672;"2EHIF";"SOR";"SOPK";"C3.08";2;8;;
673;"4AHMNA";"LAP";"BESP";"CU.28";3;8;;
673;"4AHMNA";"LAP";"BESP";"CU.28";3;9;;
673;"4AHMNA";"MST";"BESP";"CU.28";3;8;;
673;"4AHMNA";"MST";"BESP";"CU.28";3;9;;
674;"2EHIF";"RX";"POS1x";"C3.08";5;7;;
674;"2EHIF";"RX";"POS1x";"C3.08";5;8;;
674;"2EHIF";"RX";"POS1x";"C3.08";5;9;;
674;"2EHIF";"KNM";"POS1y";"C3.08";5;7;;
674;"2EHIF";"KNM";"POS1y";"C3.08";5;8;;
674;"2EHIF";"KNM";"POS1y";"C3.08";5;9;;
676;"4AHMNA";"KY";"AM";"A3.04";3;5;;
676;"4AHMNA";"KY";"AM";"AH.26";5;2;;
677;"4AHMNA";"MOS";"NW2";"AH.32";5;4;;
678;"4AHMNA";"KNT";"MTKG";"A2.14";4;7;;
678;"4AHMNA";"KNT";"MTKG";"A2.14";4;8;;
679;"4AHMNG";"BIG";"WIRE";"A3.04";4;8;;
680;"2BHIF";"PF";"GGPB";"C3.07";3;1;;
680;"2BHIF";"PF";"GGPB";"C3.07";5;5;;
681;"4AHMNG";"GUW";"MTKG";"A3.04";2;9;;
681;"4AHMNG";"GUW";"MTKG";"A3.04";2;10;;
682;"4AHMNA";"JAD";"MTAI";"A2.14";4;9;;
682;"4AHMNA";"JAD";"MTAI";"A2.14";4;10;;
682;"4AHMNA";"REM";"MTAI";"A2.14";4;9;;
682;"4AHMNA";"REM";"MTAI";"A2.14";4;10;;
686;"4AHMNG";"KDC";"BESP";"CU.28";3;6;;
686;"4AHMNG";"KDC";"BESP";"CU.28";3;7;;
686;"4AHMNG";"MST";"BESP";"CU.28";3;6;;
686;"4AHMNG";"MST";"BESP";"CU.28";3;7;;
688;"4AHMNG";"KOP";"MPGD";"A3.04";1;1;;
688;"4AHMNG";"KOP";"MPGD";"A3.04";1;2;;
688;"4AHMNG";"KOP";"MPGD";"A3.04";1;3;;
688;"4AHMNG";"KOP";"MPGD";"A3.04";1;4;;
688;"4AHMNG";"PAS";"MPGD";"A3.04";1;1;;
688;"4AHMNG";"PAS";"MPGD";"A3.04";1;2;;
688;"4AHMNG";"PAS";"MPGD";"A3.04";1;3;;
688;"4AHMNG";"PAS";"MPGD";"A3.04";1;4;;
689;"4AHMNG";"LAP";"GGPB";"A3.04";4;2;;
690;"4AHMNG";"STK";"E1x";"A3.04";4;4;;
690;"4AHMNG";"STK";"E1x";"A3.04";5;2;;
690;"4AHMNG";"BLJ";"E1y";"B5.07";4;4;;
690;"4AHMNG";"BLJ";"E1y";"A2.05";5;2;;
692;"4AHMNG";"LUP";"MTGI";"A3.04";2;1;;
692;"4AHMNG";"LUP";"MTGI";"A3.04";2;2;;
692;"4AHMNG";"MEA";"MTGI";"A3.04";2;1;;
692;"4AHMNG";"MEA";"MTGI";"A3.04";2;2;;
695;"4AHMNG";"SUT";"MPGD";"A3.04";5;3;;
695;"4AHMNG";"SUT";"MPGD";"A3.04";5;4;;
695;"4AHMNG";"SUT";"MPGD";"A3.04";5;5;;
695;"4AHMNG";"SUT";"MPGD";"A3.04";5;6;;
695;"4AHMNG";"HAG";"MPGD";"A3.04";5;3;;
695;"4AHMNG";"HAG";"MPGD";"A3.04";5;4;;
695;"4AHMNG";"HAG";"MPGD";"A3.04";5;5;;
695;"4AHMNG";"HAG";"MPGD";"A3.04";5;6;;
696;"4AHKUI";"BEP";"WIRE";"A2.06";3;2;;
694;"4AHKUI";"KDC";"BESP";"CU.27";1;7;;
694;"4AHKUI";"KDC";"BESP";"CU.27";1;8;;
694;"4AHKUI";"ALS";"BESP";"CU.27";1;7;;
694;"4AHKUI";"ALS";"BESP";"CU.27";1;8;;
698;"3BHIF";"DOM";"NVS1";"C1.07";5;5;;
699;"4AHKUI";"GRP";"EW1";"A2.06";2;2;;
699;"4AHKUI";"GRP";"EW1";"A2.06";2;3;;
699;"4AHKUI";"GRP";"EW1";"A2.06";2;4;;
699;"4AHKUI";"GRP";"EW1";"A2.06";2;5;;
699;"4AHKUI";"HAD";"EW1";"A2.06";2;2;;
699;"4AHKUI";"HAD";"EW1";"A2.06";2;3;;
699;"4AHKUI";"HAD";"EW1";"A2.06";2;4;;
699;"4AHKUI";"HAD";"EW1";"A2.06";2;5;;
700;"4AHMNG";"FM";"AM";"A3.13";1;8;;
700;"4AHMNG";"FM";"AM";"A3.04";3;4;;
701;"4AHKUI";"HOH";"DKO2";"A2.06";1;3;;
701;"4AHKUI";"HOH";"DKO2";"A2.06";1;4;;
703;"4AHKUI";"SCE";"TEIN";"A2.06";2;9;;
703;"4AHKUI";"SCE";"TEIN";"A2.06";2;10;;
703;"4AHKUI";"HAD";"TEIN";"A2.06";2;9;;
703;"4AHKUI";"HAD";"TEIN";"A2.06";2;10;;
704;"4AHMNA";"GRL";"WIR3";"A3.14";1;10;;
705;"4AHKUI";"POD";"DAKO";"A2.06";5;7;;
705;"4AHKUI";"POD";"DAKO";"A2.06";5;8;;
705;"4AHKUI";"POD";"DAKO";"A2.06";5;9;;
705;"4AHKUI";"POD";"DAKO";"A2.06";5;10;;
705;"4AHKUI";"TOM";"DAKO";"A2.06";5;7;;
705;"4AHKUI";"TOM";"DAKO";"A2.06";5;8;;
705;"4AHKUI";"TOM";"DAKO";"A2.06";5;9;;
705;"4AHKUI";"TOM";"DAKO";"A2.06";5;10;;
706;"4AHMNG";"BIG";"WIR3";"A3.04";4;9;;
706;"4AHMNG";"BIG";"WIR3";"A3.04";4;10;;
709;"4AHKUI";"KNT";"KGKP";"A2.06";3;3;;
709;"4AHKUI";"KNT";"KGKP";"A2.06";3;4;;
710;"4AHKUI";"WER";"AP4";"B2.07bW";4;1;;
710;"4AHKUI";"WER";"AP4";"B2.07bW";4;2;;
710;"4AHKUI";"WER";"AP4";"B2.07bW";4;3;;
710;"4AHKUI";"WER";"AP4";"B2.07bW";4;4;;
710;"4AHKUI";"WER";"AP4";"B2.07bW";4;5;;
710;"4AHKUI";"AMA";"AP4";"B1.13W";4;1;;
710;"4AHKUI";"AMA";"AP4";"B1.13W";4;2;;
710;"4AHKUI";"AMA";"AP4";"B1.13W";4;3;;
710;"4AHKUI";"AMA";"AP4";"B1.13W";4;4;;
710;"4AHKUI";"AMA";"AP4";"B1.13W";4;5;;
710;"4AHKUI";"AGU";"AP4";"DE.13aW";4;1;;
710;"4AHKUI";"AGU";"AP4";"DE.13aW";4;2;;
710;"4AHKUI";"AGU";"AP4";"DE.13aW";4;3;;
710;"4AHKUI";"AGU";"AP4";"DE.13aW";4;4;;
710;"4AHKUI";"AGU";"AP4";"DE.13aW";4;5;;
710;"4AHKUI";"KIR";"AP4";"BH.10aW";4;1;;
710;"4AHKUI";"KIR";"AP4";"BH.10aW";4;2;;
710;"4AHKUI";"KIR";"AP4";"BH.10aW";4;3;;
710;"4AHKUI";"KIR";"AP4";"BH.10aW";4;4;;
710;"4AHKUI";"KIR";"AP4";"BH.10aW";4;5;;
712;"4AHKUI";"BEP";"WIR3";"A2.06";5;1;;
712;"4AHKUI";"BEP";"WIR3";"A2.06";5;2;;
713;"3AHKUI";"KDC";"BESP";"CU.27";4;1;;
713;"3AHKUI";"KDC";"BESP";"CU.27";4;2;;
713;"3AHKUI";"MST";"BESP";"CU.27";4;1;;
713;"3AHKUI";"MST";"BESP";"CU.27";4;2;;
714;"3AHKUI";"SBA";"DAKO";"A1.23";3;7;;
714;"3AHKUI";"SBA";"DAKO";"A1.23";3;8;;
714;"3AHKUI";"SBA";"DAKO";"A1.23";3;9;;
714;"3AHKUI";"SBA";"DAKO";"A1.23";3;10;;
714;"3AHKUI";"DVO";"DAKO";"A1.23";3;7;;
714;"3AHKUI";"DVO";"DAKO";"A1.23";3;8;;
714;"3AHKUI";"DVO";"DAKO";"A1.23";3;9;;
714;"3AHKUI";"DVO";"DAKO";"A1.23";3;10;;
715;"4AHKUI";"BES";"AM";"A2.06";3;5;;
715;"4AHKUI";"BES";"AM";"A2.06";4;7;;
716;"3AHKUI";"AGU";"AP4";"DE.13aW";3;1;;
716;"3AHKUI";"AGU";"AP4";"DE.13aW";3;2;;
716;"3AHKUI";"AGU";"AP4";"DE.13aW";3;3;;
716;"3AHKUI";"AGU";"AP4";"DE.13aW";3;4;;
716;"3AHKUI";"AGU";"AP4";"DE.13aW";3;5;;
716;"3AHKUI";"WER";"AP4";"B2.07bW";3;1;;
716;"3AHKUI";"WER";"AP4";"B2.07bW";3;2;;
716;"3AHKUI";"WER";"AP4";"B2.07bW";3;3;;
716;"3AHKUI";"WER";"AP4";"B2.07bW";3;4;;
716;"3AHKUI";"WER";"AP4";"B2.07bW";3;5;;
716;"3AHKUI";"KIR";"AP4";"BH.10aW";3;1;;
716;"3AHKUI";"KIR";"AP4";"BH.10aW";3;2;;
716;"3AHKUI";"KIR";"AP4";"BH.10aW";3;3;;
716;"3AHKUI";"KIR";"AP4";"BH.10aW";3;4;;
716;"3AHKUI";"KIR";"AP4";"BH.10aW";3;5;;
716;"3AHKUI";"PIF";"AP4";"B1.13W";3;1;;
716;"3AHKUI";"PIF";"AP4";"B1.13W";3;2;;
716;"3AHKUI";"PIF";"AP4";"B1.13W";3;3;;
716;"3AHKUI";"PIF";"AP4";"B1.13W";3;4;;
716;"3AHKUI";"PIF";"AP4";"B1.13W";3;5;;
718;"3AHKUI";"KNT";"KGKP";"A1.23";1;6;;
718;"3AHKUI";"KNT";"KGKP";"A1.23";1;7;;
719;"4AHWIT";"OEM";"BESP";"AU.04";5;8;;
719;"4AHWIT";"OEM";"BESP";"AU.04";5;9;;
719;"4AHWIT";"KNJ";"BESP";"AU.04";5;8;;
719;"4AHWIT";"KNJ";"BESP";"AU.04";5;9;;
720;"3AHKUI";"HAD";"TEIN";"A1.23";2;7;;
720;"3AHKUI";"HAD";"TEIN";"A1.23";2;8;;
720;"3AHKUI";"SCE";"TEIN";"A1.23";2;7;;
720;"3AHKUI";"SCE";"TEIN";"A1.23";2;8;;
721;"4AHWIT";"NI";"AM";"A1.05";1;6;;
721;"4AHWIT";"NI";"AM";"A1.05";2;3;;
724;"4AHWIT";"PUW";"INF1x";"B3.10MF";3;1;;
724;"4AHWIT";"PUW";"INF1x";"B3.10MF";3;2;;
724;"4AHWIT";"BIE";"INF1y";"B3.10MF";3;1;;
724;"4AHWIT";"BIE";"INF1y";"B3.10MF";3;2;;
725;"4AHWIT";"HAU";"UFW2";"A1.06";3;3;;
725;"4AHWIT";"HAU";"UFW2";"A1.06";3;4;;
726;"3AHKUI";"STK";"E1x";"A1.23";2;1;;
726;"3AHKUI";"STK";"E1x";"A1.23";5;4;;
726;"3AHKUI";"SL";"E1y";"A1.16";2;1;;
726;"3AHKUI";"SL";"E1y";"A2.05";5;4;;
4424;"4AHWIT";"WOF";"PRMN";"B3.10MF";2;1;;
4424;"4AHWIT";"WOF";"PRMN";"B3.10MF";2;2;;
727;"4AHWIT";"WOF";"PRMNx";"B4.14MF";2;1;;
727;"4AHWIT";"WOF";"PRMNx";"B4.14MF";2;2;;
727;"4AHWIT";"WAB";"PRMNy";"B3.06MF";2;1;;
727;"4AHWIT";"WAB";"PRMNy";"B3.06MF";2;2;;
729;"4AHWIT";"WOF";"MET1";"A1.06";5;1;;
729;"4AHWIT";"WOF";"MET1";"A1.06";5;2;;
730;"3AHWIT";"MAH";"APT1";"A1.17";4;1;;
730;"3AHWIT";"MAH";"APT1";"A1.17";4;2;;
733;"3BHWIT";"SOR";"BESP";"AU.04";3;8;;
733;"3BHWIT";"SOR";"BESP";"AU.04";3;9;;
733;"3BHWIT";"MUE";"BESP";"AU.04";3;8;;
733;"3BHWIT";"MUE";"BESP";"AU.04";3;9;;
3963;"1DHIF";"BIM";"BWM1";"C2.14";1;6;;
3963;"1DHIF";"BIM";"BWM1";"C3.14";2;6;;
735;"4AHMNG";"LJK";"MPJ";"A3.04";2;3;;
735;"4AHMNG";"LJK";"MPJ";"A3.04";2;4;;
735;"4AHMNG";"LJK";"MPJ";"A3.04";2;5;;
735;"4AHMNG";"HAG";"MPJ";"A3.04";2;3;;
735;"4AHMNG";"HAG";"MPJ";"A3.04";2;4;;
735;"4AHMNG";"HAG";"MPJ";"A3.04";2;5;;
736;"3AHWIT";"SAK";"BET";"A1.17";4;10;;
736;"3AHWIT";"SAK";"BET";"A1.17";4;11;;
737;"3AHWIT";"POP";"GGP";"A1.17";4;3;;
739;"3AHWIT";"PUH";"NW2";"DE.03";4;4;;
740;"3AHKUI";"BRA";"AM";"A1.23";1;2;;
740;"3AHKUI";"BRA";"AM";"A1.23";5;3;;
742;"3AHWIT";"STM";"PMM";"A1.17";1;1;;
744;"3AHKUI";"BRA";"NW2";"A1.23";5;1;;
745;"3AHWIT";"HAU";"UFW2";"A1.17";3;8;;
748;"4AHWIT";"POP";"GGP";"A1.06";5;5;;
747;"1DHIF";"MOS";"NW2";"C2.14";1;7;;
747;"1DHIF";"MOS";"NW2";"AH.32";4;2;;
747;"1DHIF";"MOS";"NW2";"B5.10";5;6;;
10;"5AHWIT";"ZIM";"AM";"B3.08MF";4;5;;
10;"5AHWIT";"ZIM";"AM";"AH.26";5;6;;
749;"1DHIF";"POP";"GGP";"C2.14";4;5;;
749;"1DHIF";"POP";"GGP";"C2.14";4;6;;
4166;"1AHMNG";"KAS";"MGGD";"B5.08";4;7;;
4166;"1AHMNG";"KAS";"MGGD";"B5.08";4;8;;
4166;"1AHMNG";"KAS";"MGGD";"B5.08";4;9;;
4166;"1AHMNG";"MAU";"MGGD";"B5.08";4;7;;
4166;"1AHMNG";"MAU";"MGGD";"B5.08";4;8;;
4166;"1AHMNG";"MAU";"MGGD";"B5.08";4;9;;
750;"5AHWIT";"SED";"APT1";"AH.26";1;6;;
750;"5AHWIT";"SED";"APT1";"AH.26";2;2;;
3767;"5AHBGM";"CAM";"BMSV";"C2.06";4;6;;
3767;"5AHBGM";"CAM";"BMSV";"C2.06";4;7;;
752;"1DHIF";"BIM";"BWM1";;1;6;;
752;"1DHIF";"BIM";"BWM1";;2;5;;
755;"1DHIF";"SOR";"BSPKx";"AU.04";3;1;;
755;"1DHIF";"SOR";"BSPKx";"AU.04";3;2;;
755;"1DHIF";"LEE";"BSPKy";"AU.04";3;1;;
755;"1DHIF";"LEE";"BSPKy";"AU.04";3;2;;
756;"2BHIF";"OEM";"BSPKx";"CU.27";4;6;;
756;"2BHIF";"OEM";"BSPKx";"CU.27";4;7;;
756;"2BHIF";"HOT";"BSPKy";"CU.27";4;6;;
756;"2BHIF";"HOT";"BSPKy";"CU.27";4;7;;
757;"1DHIF";"BIG";"BWM2";"C2.14";1;5;;
757;"1DHIF";"BIG";"BWM2";"C2.14";4;4;;
4355;"3AHBGM";"BV";"BESP";"CU.27";1;5;;
4355;"3AHBGM";"BV";"BESP";"CU.27";1;6;;
4355;"3AHBGM";"MST";"BESP";"CU.27";1;5;;
4355;"3AHBGM";"MST";"BESP";"CU.27";1;6;;
4028;"3AHBGM";"LEE";"BESP";"CU.27";1;5;;
4028;"3AHBGM";"LEE";"BESP";"CU.27";1;6;;
4028;"3AHBGM";"MST";"BESP";"CU.27";1;5;;
4028;"3AHBGM";"MST";"BESP";"CU.27";1;6;;
759;"1DHIF";"SCG";"POS1x";"B4.15MF";1;1;;
759;"1DHIF";"SCG";"POS1x";"B4.15MF";1;2;;
759;"1DHIF";"SCG";"POS1x";"B4.15MF";1;3;;
759;"1DHIF";"TT";"POS1y";"B4.16MF";1;1;;
759;"1DHIF";"TT";"POS1y";"B4.16MF";1;2;;
759;"1DHIF";"TT";"POS1y";"B4.16MF";1;3;;
759;"1DHIF";"LC";"POS1z";"B4.17MF";1;1;;
759;"1DHIF";"LC";"POS1z";"B4.17MF";1;2;;
759;"1DHIF";"LC";"POS1z";"B4.17MF";1;3;;
760;"5AHIF";"HOT";"BESP";"AU.04";3;7;;
760;"5AHIF";"HOT";"BESP";"AU.04";3;8;;
760;"5AHIF";"ALS";"BESP";"AU.04";3;7;;
760;"5AHIF";"ALS";"BESP";"AU.04";3;8;;
761;"5AHIF";"GC";"BWM1";"C1.07";5;1;;
762;"5AHIF";"GC";"BWM3";"C1.07";3;5;;
763;"1DHIF";"MIC";"DBI2x";"B4.16MF";2;7;;
763;"1DHIF";"MIC";"DBI2x";"B4.16MF";2;8;;
763;"1DHIF";"THW";"DBI2y";"B4.17MF";2;7;;
763;"1DHIF";"THW";"DBI2y";"B4.17MF";2;8;;
765;"3AHMNA";"LAP";"BESP";"CU.28";3;10;;
765;"3AHMNA";"LAP";"BESP";"CU.28";3;11;;
765;"3AHMNA";"ALS";"BESP";"CU.28";3;10;;
765;"3AHMNA";"ALS";"BESP";"CU.28";3;11;;
4312;"5AHIF";"BAN";"DBI1";"C1.07";3;3;;
4312;"5AHIF";"BAN";"DBI1";"C1.07";3;4;;
4127;"5AKIF";"PT";"PRE";"C2.11";1;6;;
4127;"5AKIF";"PT";"PRE";"C2.11";1;7;;
4127;"5AKIF";"GRA";"PRE";"C2.11";1;6;;
4127;"5AKIF";"GRA";"PRE";"C2.11";1;7;;
768;"5AHIF";"BRS";"DBI1";"C1.07";2;8;;
768;"5AHIF";"BRS";"DBI1";"C1.07";2;9;;
769;"5AHBGM";"CAM";"MGT";"C2.06";1;1;;
769;"5AHBGM";"CAM";"MGT";"C2.06";1;2;;
769;"5AHBGM";"CAM";"MGT";"C2.06";1;3;;
770;"5AHBGM";"CAM";"BMSV";"C2.06";4;7;;
770;"5AHBGM";"CAM";"BMSV";"C2.06";4;8;;
772;"5AHBGM";"HL";"GOM3";"C2.06";2;1;;
773;"5AHBGM";"RR";"MGIN";"C2.06";3;7;;
774;"4AHMNG";"MUI";"NW2";"DE.03";1;10;;
775;"5AHBGM";"HP";"MIS";"C2.06";3;9;;
775;"5AHBGM";"HP";"MIS";"C2.06";3;10;;
775;"5AHBGM";"PIR";"MIS";"C2.06";3;9;;
775;"5AHBGM";"PIR";"MIS";"C2.06";3;10;;
777;"3AHBGM";"BV";"BESP";"CU.28";1;5;;
777;"3AHBGM";"BV";"BESP";"CU.28";1;6;;
777;"3AHBGM";"MST";"BESP";"CU.28";1;5;;
777;"3AHBGM";"MST";"BESP";"CU.28";1;6;;
4347;"5AHBGM";"PIR";"PRE";"C2.06";3;6;;
4346;"5AHBGM";"PIR";"PRE";"C2.06";4;4;;
4272;"5AHBGM";"PIR";"PRE";"C2.06";4;3;;
4272;"5AHBGM";"PIR";"PRE";"C2.06";4;4;;
780;"5AHBGM";"SLK";"MGIN";"C2.06";1;4;;
780;"5AHBGM";"SLK";"MGIN";"C2.06";1;5;;
780;"5AHBGM";"PUC";"MGIN";"C2.06";1;4;;
780;"5AHBGM";"PUC";"MGIN";"C2.06";1;5;;
781;"1DHIF";"HOV";"CABS_1";"C1.13";2;4;;
4378;"4AHWIT";"GRM";"BET";"A1.05";2;4;;
783;"4AHWIT";"SPA";"BET";"A1.05";2;4;;
4380;"4AHWIT";"JUB";"PRMN";"A1.14";2;10;;
4380;"4AHWIT";"JUB";"PRMN";"A1.14";2;11;;
784;"4AHWIT";"SPA";"PRMN";"A1.14";2;10;;
784;"4AHWIT";"SPA";"PRMN";"A1.14";2;11;;
4356;"5AHBGM";"BV";"BESP";"CU.28";1;8;;
4356;"5AHBGM";"BV";"BESP";"CU.28";1;9;;
4356;"5AHBGM";"MUE";"BESP";"CU.28";1;8;;
4356;"5AHBGM";"MUE";"BESP";"CU.28";1;9;;
4029;"5AHBGM";"LEE";"BESP";"CU.28";1;8;;
4029;"5AHBGM";"LEE";"BESP";"CU.28";1;9;;
4029;"5AHBGM";"MUE";"BESP";"CU.28";1;8;;
4029;"5AHBGM";"MUE";"BESP";"CU.28";1;9;;
786;"3AHWIT";"HAU";"UFW2";"A1.17";4;9;;
787;"4AHKUI";"PRE";"NW2";"A2.06";2;1;;
788;"1DHIF";"TT";"POS1";"C4.14";3;6;;
788;"1DHIF";"TT";"POS1";"C4.14";3;7;;
789;"4AHWIT";"MAH";"PMM";"A1.14";2;7;;
789;"4AHWIT";"MAH";"PMM";"A1.14";2;8;;
789;"4AHWIT";"GRB";"PMM";;2;7;;
789;"4AHWIT";"GRB";"PMM";;2;8;;
790;"3AHBGM";"HL";"GOM2";"B5.07";3;1;;
791;"5AHKUI";"POD";"EW1";"A2.13";3;6;;
791;"5AHKUI";"POD";"EW1";"A2.13";3;7;;
791;"5AHKUI";"POD";"EW1";"A2.13";3;8;;
791;"5AHKUI";"UMI";"EW1";"A2.13";3;6;;
791;"5AHKUI";"UMI";"EW1";"A2.13";3;7;;
791;"5AHKUI";"UMI";"EW1";"A2.13";3;8;;
4357;"2BHBGM";"BV";"BESP";"AU.04";2;3;;
4357;"2BHBGM";"BV";"BESP";"AU.04";2;4;;
4357;"2BHBGM";"MST";"BESP";"AU.04";2;3;;
4357;"2BHBGM";"MST";"BESP";"AU.04";2;4;;
4031;"2BHBGM";"KDC";"BESP";"AU.04";2;3;;
4031;"2BHBGM";"KDC";"BESP";"AU.04";2;4;;
4031;"2BHBGM";"MST";"BESP";"AU.04";2;3;;
4031;"2BHBGM";"MST";"BESP";"AU.04";2;4;;
793;"3AHKUI";"HOH";"DKO2";"A1.23";2;2;;
793;"3AHKUI";"HOH";"DKO2";"A1.23";5;2;;
794;"4AHWIT";"PUW";"APT1";"A1.23";1;8;;
795;"3BHIF";"SRM";"POS1";"B1.08ab";1;2;;
795;"3BHIF";"SRM";"POS1";"B1.08ab";1;3;;
799;"3BAIF";"EN";"TINF_1";"B5.10";1;7;;
799;"3BAIF";"EN";"TINF_1";"B5.10";1;8;;
801;"3BAIF";"SAK";"BWM";"C3.08";4;5;;
801;"3BAIF";"SAK";"BWM";"C3.08";4;6;;
802;"3BAIF";"AH";"NVS1";"B3.11NW";2;13;;
802;"3BAIF";"AH";"NVS1";"B3.11NW";2;14;;
802;"3BAIF";"OM";"NVS1";"B3.11NW";2;13;;
802;"3BAIF";"OM";"NVS1";"B3.11NW";2;14;;
