1806;"4AFITM";"JB";"ITPR";"B2.10HW";2;2;;
1806;"4AFITM";"JB";"ITPR";"B3.07MF";4;1;;
1806;"4AFITM";"JB";"ITPR";"B3.07MF";4;2;;
1806;"4AFITN";"JB";"ITPR";"B2.10HW";2;1;;
1806;"4AFITN";"JB";"ITPR";"B2.10HW";2;2;;
1806;"4AFITN";"JB";"ITPR";"B3.07MF";4;1;;
1806;"4AFITN";"JB";"ITPR";"B3.07MF";4;2;;
1808;"4AFITN";"KEM";"NWT1";"C5.06";5;6;;
1808;"4AFITN";"KEM";"NWT1";"C5.06";5;7;;
1808;"4AFITN";"GA";"NWT1";"C5.06";5;6;;
1808;"4AFITN";"GA";"NWT1";"C5.06";5;7;;
1809;"1BFITM";"LEV";"DUKx";"B5.07";1;3;;
1809;"1BFITM";"LEV";"DUKx";"B5.11";2;2;;
1809;"1BFITM";"LEV";"DUKx";"B5.11";3;7;;
1810;"3AHMNG";"FOE";"D";"B5.10";3;6;;
1810;"3AHMNG";"FOE";"D";"B5.10";4;7;;
1811;"1BFITM";"LEV";"DUKy";"B5.07";1;7;;
1811;"1BFITM";"LEV";"DUKy";"C2.14";2;8;;
1811;"1BFITM";"LEV";"DUKy";"B5.11";3;8;;
3972;"5EHIF";"SF";"Dx-E";"C1.10";4;4;;
3972;"5EHIF";"SF";"Dx-E";"C1.07";5;7;;
1812;"5AKKUI";"BIG";"WIR3";"A2.04";2;1;;
1812;"5AKKUI";"BIG";"WIR3";"A2.04";2;2;;
3876;"5EHIF";"SF";"Dx-E";"C3.08";5;8;;
3876;"5EHIF";"SF";"Dx-E";"C3.08";5;9;;
1813;"5AKKUI";"BIG";"WIRE";"A2.04";2;1;;
1813;"5AKKUI";"BIG";"WIRE";"A2.04";2;2;;
3877;"5EHIF";"SF";"Dy";"C4.08";3;2;;
3877;"5EHIF";"SF";"Dy";"C4.08";3;3;;
1814;"6AKKUI";"BIG";"WIR3";"A2.04";2;1;;
1814;"6AKKUI";"BIG";"WIR3";"A2.04";2;2;;
1815;"6AKKUI";"BIG";"WIRE";"A2.04";2;1;;
1815;"6AKKUI";"BIG";"WIRE";"A2.04";2;2;;
4395;"2AHWIT";"CEC";"Dy";"A1.14";3;1;;
4395;"2AHWIT";"CEC";"Dy";"A1.14";4;3;;
1817;"2AHWIT";"SIL";"Dy";"A1.14";3;1;;
1817;"2AHWIT";"SIL";"Dy";"A1.14";4;3;;
1818;"2AHWII";"FAL";"D";"C3.14";1;3;;
1818;"2AHWII";"FAL";"D";"C3.14";5;2;;
4394;"3AHWIT";"CEC";"D";"A1.17";3;2;;
4394;"3AHWIT";"CEC";"D";"A1.17";4;8;;
1819;"3AHWIT";"SIL";"D";"A1.17";3;2;;
1819;"3AHWIT";"SIL";"D";"A1.17";4;8;;
1821;"4AHMNA";"RIC";"D";"A1.23";3;3;;
1821;"4AHMNA";"RIC";"D";"A2.14";4;6;;
1823;"5AHKUI";"LES";"D";"A2.13";1;10;;
1823;"5AHKUI";"LES";"D";"A2.13";5;4;;
1824;"4AHWIT";"PE";"D";"A1.14";1;2;;
1824;"4AHWIT";"PE";"D";"A1.05";4;2;;
1825;"5AHMNA";"FOE";"D";"A3.19";3;2;;
1825;"5AHMNA";"FOE";"D";"A3.19";5;6;;
4393;"5AHWIT";"CEC";"D";"AH.26";3;7;;
4393;"5AHWIT";"CEC";"D";"AH.26";4;7;;
1826;"5AHWIT";"SIL";"D";"AH.26";3;7;;
1826;"5AHWIT";"SIL";"D";"AH.26";4;7;;
1827;"5AHMNG";"FOE";"D";"A3.14";2;1;;
1827;"5AHMNG";"FOE";"D";"A3.14";3;4;;
1829;"5BHIF";"BES";"AM";"C4.10";2;3;;
1829;"5BHIF";"BES";"AM";"C4.10";2;4;;
3966;"1CVIF";"LES";"D";"C2.14";1;11;;
3966;"1CVIF";"LES";"D";"C2.14";1;12;;
3966;"1CVIF";"LES";"D";"C4.11";4;9;;
3966;"1CVIF";"LES";"D";"C4.11";4;10;;
1830;"3CAIF";"LES";"D";"A2.20";5;9;;
1830;"3CAIF";"LES";"D";"A2.20";5;10;;
1834;"5AHIF";"KY";"D";"C3.14";1;7;;
1834;"5AHIF";"KY";"D";"C3.07";2;6;;
1838;"5CHIF";"LEV";"D";"C1.14";1;4;;
1838;"5CHIF";"LEV";"D";"C1.14";3;9;;
1841;"5BAIF";"AT";"D";"A1.17";1;5;;
1841;"5BAIF";"AT";"D";"A1.17";1;6;;
1842;"5AAIF";"AT";"D";"B1.08ab";4;5;;
1842;"5AAIF";"AT";"D";"B1.08ab";4;6;;
1845;"2AHBGM";"BOK";"D";"C2.09";4;4;;
1845;"2AHBGM";"BOK";"D";"C2.09";5;6;;
1846;"2BHBGM";"KRB";"D";"C2.07";1;4;;
1846;"2BHBGM";"KRB";"D";"C2.07";3;4;;
1847;"3AHBGM";"KRB";"D";"B5.07";3;5;;
1847;"3AHBGM";"KRB";"D";"B5.11";5;6;;
1848;"3BAIF";"POL";"D";"B1.08ab";2;5;;
1848;"3BAIF";"POL";"D";"B1.08ab";2;6;;
1849;"4BHBGM";"AT";"D";"B5.12";1;4;;
1849;"4BHBGM";"AT";"D";"B5.12";5;5;;
1850;"4AHBGM";"BOK";"D";"B5.13";2;1;;
1850;"4AHBGM";"BOK";"D";"B5.13";5;3;;
1851;"1AVIF";"KOL";"D";"C1.07";1;13;;
1851;"1AVIF";"KOL";"D";"C1.07";1;14;;
1851;"1AVIF";"KOL";"D";"C1.07";3;15;;
1851;"1AVIF";"KOL";"D";"C1.07";3;16;;
1852;"5BHIF";"NAI";"D";"C5.09";3;3;;
1852;"5BHIF";"NAI";"D";"C5.09";3;4;;
1853;"5AHMNG";"FM";"FSM";"A3.14";3;2;;
1854;"2AHKUI";"KY";"D";"A2.14";3;7;;
1854;"2AHKUI";"KY";"D";"A2.14";5;3;;
1855;"1BVIF";"KOL";"D";"C1.10";1;15;;
1855;"1BVIF";"KOL";"D";"C1.10";1;16;;
1855;"1BVIF";"KOL";"D";"C1.10";3;13;;
1855;"1BVIF";"KOL";"D";"C1.10";3;14;;
1856;"2AHMNA";"BOK";"D";"A3.13";2;3;;
1856;"2AHMNA";"BOK";"D";"A3.13";5;5;;
1857;"1DVIF";"SWA";"D";"C3.10";1;12;;
1857;"1DVIF";"SWA";"D";"C3.10";1;13;;
1857;"1DVIF";"SWA";"D";"C4.11";3;11;;
1857;"1DVIF";"SWA";"D";"C4.11";3;12;;
1858;"2AHMNG";"BOK";"D";"B5.09";1;1;;
1858;"2AHMNG";"BOK";"D";"B5.09";4;1;;
1860;"5EHIF";"SF";"D";"C3.08";3;3;;
1860;"5EHIF";"SF";"D";"C3.08";4;5;;
1861;"3AHKUI";"LES";"D";"A1.23";5;5;;
1861;"3AHKUI";"LES";"D";"A1.23";5;6;;
1863;"3ABIF";"POL";"D";"C2.07";4;11;;
1863;"3ABIF";"POL";"D";"C2.07";4;12;;
1865;"5ABIF";"AT";"D";"C2.08";4;11;;
1865;"5ABIF";"AT";"D";"C2.08";4;12;;
1867;"3BHBGM";"BOK";"D";"C2.08";4;8;;
1867;"3BHBGM";"BOK";"D";"C2.08";5;2;;
1869;"3AHMNA";"KY";"D";"A3.05";1;1;;
1869;"3AHMNA";"KY";"D";"A3.05";3;4;;
1872;"4AHKUI";"FOE";"D";"A2.06";3;1;;
1872;"4AHKUI";"FOE";"D";"A2.06";5;4;;
1874;"1CVIF";"LES";"D";"C2.14";1;11;;
1874;"1CVIF";"LES";"D";"C2.14";1;12;;
1874;"1CVIF";"LES";"D";"C4.11";4;11;;
1874;"1CVIF";"LES";"D";"C4.11";4;12;;
3721;"1AHBGM";"PC";"AMy";"C5.07";1;1;;
3721;"1AHBGM";"PC";"AMy";"C3.06";2;4;;
3721;"1AHBGM";"PC";"AMy";"C3.06";2;5;;
3721;"1AHBGM";"PC";"AMy";"C5.09";3;5;;
1916;"2AHIF";"NAI";"D";"C5.10";1;4;;
1916;"2AHIF";"NAI";"D";"C3.09";3;5;;
1917;"2CHIF";"KRB";"D";"C5.08";4;3;;
1917;"2CHIF";"KRB";"D";"C5.08";4;4;;
1919;"2DHIF";"FAL";"D";"C3.11";2;4;;
1919;"2DHIF";"FAL";"D";"C3.11";3;4;;
1921;"2EHIF";"SF";"D";"C3.08";4;7;;
1921;"2EHIF";"SF";"D";"C3.08";5;6;;
1922;"3AHIF";"FAL";"D";"C4.11";1;4;;
1922;"3AHIF";"FAL";"D";"C4.11";2;2;;
1923;"3ACMNG";"EDJ";"MTGI";"A3.04";4;11;;
1923;"3ACMNG";"EDJ";"MTGI";"A3.04";4;12;;
1923;"3ACMNG";"EDJ";"MTGI";"A3.04";4;13;;
1923;"3ACMNG";"EDJ";"MTGI";"A3.04";4;14;;
1923;"3ACMNG";"SUT";"MTGI";"A3.04";4;11;;
1923;"3ACMNG";"SUT";"MTGI";"A3.04";4;12;;
1923;"3ACMNG";"SUT";"MTGI";"A3.04";4;13;;
1923;"3ACMNG";"SUT";"MTGI";"A3.04";4;14;;
4145;"1EVIF";"MAY";"GINF";"B4.17MF";3;11;;
4145;"1EVIF";"MAY";"GINF";"B4.17MF";3;12;;
4145;"1EVIF";"MAE";"GINF";"B4.16MF";3;11;;
4145;"1EVIF";"MAE";"GINF";"B4.16MF";3;12;;
4145;"1EVIF";"WIR";"GINF";"B3.07MF";3;11;;
4145;"1EVIF";"WIR";"GINF";"B3.07MF";3;12;;
1924;"3EHIF";"SIL";"D";"C4.07";3;9;;
1924;"3EHIF";"SIL";"D";"C4.07";5;1;;
1925;"3BHIF";"SF";"D";"C5.10";4;2;;
1925;"3BHIF";"SF";"D";"C5.10";4;3;;
3774;"1AHBGM";"SEM";"E1y";"C3.06";3;2;;
3774;"1AHBGM";"SEM";"E1y";"C5.10";5;4;;
1927;"4AHIF";"SWA";"D";"C4.08";5;5;;
1927;"4AHIF";"SWA";"D";"C4.08";5;6;;
1929;"3ACMNG";"HIL";"MGGD";"A3.05";3;11;;
1929;"3ACMNG";"HIL";"MGGD";"A3.05";3;12;;
1929;"3ACMNG";"HIL";"MGGD";"A3.05";3;13;;
1929;"3ACMNG";"HIL";"MGGD";"A3.05";3;14;;
1929;"3ACMNG";"SCR";"MGGD";"A3.05";3;11;;
1929;"3ACMNG";"SCR";"MGGD";"A3.05";3;12;;
1929;"3ACMNG";"SCR";"MGGD";"A3.05";3;13;;
1929;"3ACMNG";"SCR";"MGGD";"A3.05";3;14;;
4144;"1EVIF";"HAS";"E1x";"C3.11";2;9;;
4144;"1EVIF";"HAS";"E1x";"C3.11";2;10;;
4144;"1EVIF";"HAS";"E1x";"C3.11";3;9;;
4144;"1EVIF";"HAS";"E1x";"C3.11";3;10;;
4144;"1EVIF";"BIT";"E1y";"C5.10";2;9;;
4144;"1EVIF";"BIT";"E1y";"C5.10";2;10;;
4144;"1EVIF";"BIT";"E1y";"C2.14";3;9;;
4144;"1EVIF";"BIT";"E1y";"C2.14";3;10;;
1930;"4BHIF";"PE";"D";"C4.09";3;5;;
1930;"4BHIF";"PE";"D";"C4.09";3;6;;
1935;"2BHIF";"PE";"D";"C3.07";5;1;;
1935;"2BHIF";"PE";"D";"C3.07";5;2;;
4036;"1BVIF";"SCM";"COPR";"B3.07MF";2;11;;
4036;"1BVIF";"SCM";"COPR";"B3.07MF";2;12;;
4036;"1BVIF";"SCM";"COPR";"B3.07MF";2;13;;
4036;"1BVIF";"SCM";"COPR";"B3.07MF";2;14;;
4036;"1BVIF";"SCM";"COPR";"B3.07MF";2;15;;
4036;"1BVIF";"SCM";"COPR";"B3.07MF";2;16;;
4036;"1BVIF";"THU";"COPR";"B1.15HW";2;11;;
4036;"1BVIF";"THU";"COPR";"B1.15HW";2;12;;
4036;"1BVIF";"THU";"COPR";"B1.15HW";2;13;;
4036;"1BVIF";"THU";"COPR";"B1.15HW";2;14;;
4036;"1BVIF";"THU";"COPR";"B1.15HW";2;15;;
4036;"1BVIF";"THU";"COPR";"B1.15HW";2;16;;
4036;"1BVIF";"SPE";"COPR";"B2.10HW";2;11;;
4036;"1BVIF";"SPE";"COPR";"B2.10HW";2;12;;
4036;"1BVIF";"SPE";"COPR";"B2.10HW";2;13;;
4036;"1BVIF";"SPE";"COPR";"B2.10HW";2;14;;
4036;"1BVIF";"SPE";"COPR";"B2.10HW";2;15;;
4036;"1BVIF";"SPE";"COPR";"B2.10HW";2;16;;
1945;"1AHWII";"BRC";"Dx";"A1.06";2;7;;
1945;"1AHWII";"BRC";"Dx";"A1.06";2;8;;
1945;"1AHWII";"BRC";"Dx";"A1.06";3;5;;
4146;"1EVIF";"MAE";"GINF";"B4.16MF";1;11;;
4146;"1EVIF";"MAE";"GINF";"B4.16MF";1;12;;
4146;"1EVIF";"GRG";"GINF";"B4.17MF";1;11;;
4146;"1EVIF";"GRG";"GINF";"B4.17MF";1;12;;
1947;"4CHIF";"KRB";"D";"C4.10";5;4;;
1947;"4CHIF";"KRB";"D";"C4.10";5;5;;
1948;"5AHMNG";"JIM";"MGGD";"A3.14";4;9;;
1948;"5AHMNG";"JIM";"MGGD";"A3.14";4;10;;
1948;"5AHMNG";"WEM";"MGGD";"A3.14";4;9;;
1948;"5AHMNG";"WEM";"MGGD";"A3.14";4;10;;
3775;"5AHBGM";"FOE";"E1";"C2.06";2;5;;
3775;"5AHBGM";"FOE";"E1";"C2.06";5;3;;
4404;"4EHIF";"LES";"D";"C4.10";2;1;;
4404;"4EHIF";"LES";"D";"C4.06";4;6;;
1950;"4EHIF";"SIL";"D";"C4.06";3;5;;
1950;"4EHIF";"SIL";"D";"C4.06";4;6;;
1961;"3CHIF";"BOK";"D";"C5.06";1;5;;
1961;"3CHIF";"BOK";"D";"C5.06";1;6;;
1974;"5AHWIT";"BIE";"INF1y";"B3.10MF";3;3;;
1974;"5AHWIT";"BIE";"INF1y";"B3.10MF";3;4;;
1974;"5AHWIT";"PUW";"INF1x";"B3.10MF";3;3;;
1974;"5AHWIT";"PUW";"INF1x";"B3.10MF";3;4;;
4147;"1EVIF";"EDJ";"GINF";"B4.15MF";1;9;;
4147;"1EVIF";"EDJ";"GINF";"B4.15MF";1;10;;
1976;"1AFITN";"IR";"MEDT";"C2.14";2;4;;
1977;"1AFITN";"HOV";"MEDTx";"B4.16MF";5;6;;
1977;"1AFITN";"HOV";"MEDTx";"B4.16MF";5;7;;
1977;"1AFITN";"IR";"MEDTy";"B4.17MF";5;6;;
1977;"1AFITN";"IR";"MEDTy";"B4.17MF";5;7;;
1981;"4CHIF";"LAP";"BSPKx";"CU.28";3;8;;
1981;"4CHIF";"LAP";"BSPKx";"CU.28";3;9;;
1981;"4CHIF";"LEE";"BSPKy";"CU.28";3;8;;
1981;"4CHIF";"LEE";"BSPKy";"CU.28";3;9;;
1984;"1AHBGM";"SEM";"E1x";"C5.09";1;1;;
1984;"1AHBGM";"SEM";"E1x";"C5.09";5;1;;
1986;"2AHWIT";"PUA";"WPT_4";"DE.19L";1;1;;
1986;"2AHWIT";"PUA";"WPT_4";"DE.19L";1;2;;
1986;"2AHWIT";"PUA";"WPT_4";"DE.19L";1;3;;
1986;"2AHWIT";"PUA";"WPT_4";"DE.19L";1;4;;
1986;"2AHWIT";"WEN";"WPT_4";"BH.11W";1;1;;
1986;"2AHWIT";"WEN";"WPT_4";"BH.11W";1;2;;
1986;"2AHWIT";"WEN";"WPT_4";"BH.11W";1;3;;
1986;"2AHWIT";"WEN";"WPT_4";"BH.11W";1;4;;
1986;"2AHWIT";"MAJ";"WPT_4";"BH.10aW";1;1;;
1986;"2AHWIT";"MAJ";"WPT_4";"BH.10aW";1;2;;
1986;"2AHWIT";"MAJ";"WPT_4";"BH.10aW";1;3;;
1986;"2AHWIT";"MAJ";"WPT_4";"BH.10aW";1;4;;
1986;"2AHWIT";"AGU";"WPT_4";"DE.13aW";1;1;;
1986;"2AHWIT";"AGU";"WPT_4";"DE.13aW";1;2;;
1986;"2AHWIT";"AGU";"WPT_4";"DE.13aW";1;3;;
1986;"2AHWIT";"AGU";"WPT_4";"DE.13aW";1;4;;
1992;"3BKIF";"HY";"NVS1";"C2.08";3;13;;
1992;"3BKIF";"HY";"NVS1";"C2.08";3;14;;
1992;"3BKIF";"HB";"NVS1";"C2.08";3;13;;
1992;"3BKIF";"HB";"NVS1";"C2.08";3;14;;
1994;"2AHWII";"WOF";"WEPT";"DE.20L";2;6;;
1994;"2AHWII";"WOF";"WEPT";"DE.20L";2;7;;
1994;"2AHWII";"WOF";"WEPT";"DE.20L";2;8;;
1994;"2AHWII";"WOF";"WEPT";"DE.20L";2;9;;
1994;"2AHWII";"WOF";"WEPT";"DE.20L";2;10;;
1994;"2AHWII";"WEN";"WEPT";"BH.09bW";2;6;;
1994;"2AHWII";"WEN";"WEPT";"BH.09bW";2;7;;
1994;"2AHWII";"WEN";"WEPT";"BH.09bW";2;8;;
1994;"2AHWII";"WEN";"WEPT";"BH.09bW";2;9;;
1994;"2AHWII";"WEN";"WEPT";"BH.09bW";2;10;;
1994;"2AHWII";"STM";"WEPT";"DE.21L";2;6;;
1994;"2AHWII";"STM";"WEPT";"DE.21L";2;7;;
1994;"2AHWII";"STM";"WEPT";"DE.21L";2;8;;
1994;"2AHWII";"STM";"WEPT";"DE.21L";2;9;;
1994;"2AHWII";"STM";"WEPT";"DE.21L";2;10;;
1994;"2AHWII";"JO";"WEPT";"B1.15HW";2;6;;
1994;"2AHWII";"JO";"WEPT";"B1.15HW";2;7;;
1994;"2AHWII";"JO";"WEPT";"B1.15HW";2;8;;
1994;"2AHWII";"JO";"WEPT";"B1.15HW";2;9;;
1994;"2AHWII";"JO";"WEPT";"B1.15HW";2;10;;
1996;"3AHWIT";"PUA";"WEPT";"DE.20L";1;6;;
1996;"3AHWIT";"PUA";"WEPT";"DE.20L";1;7;;
1996;"3AHWIT";"PUA";"WEPT";"DE.20L";1;8;;
1996;"3AHWIT";"SPN";"WEPT";"DE.11W";1;6;;
1996;"3AHWIT";"SPN";"WEPT";"DE.11W";1;7;;
1996;"3AHWIT";"SPN";"WEPT";"DE.11W";1;8;;
1996;"3AHWIT";"MAJ";"WEPT";"BH.09dW";1;6;;
1996;"3AHWIT";"MAJ";"WEPT";"BH.09dW";1;7;;
1996;"3AHWIT";"MAJ";"WEPT";"BH.09dW";1;8;;
1996;"3AHWIT";"WEN";"WEPT";"BH.09bW";1;6;;
1996;"3AHWIT";"WEN";"WEPT";"BH.09bW";1;7;;
1996;"3AHWIT";"WEN";"WEPT";"BH.09bW";1;8;;
2002;"3BHWIT";"PUW";"WEPT";"DE.21L";1;9;;
2002;"3BHWIT";"PUW";"WEPT";"DE.21L";1;10;;
2002;"3BHWIT";"PUW";"WEPT";"DE.21L";1;11;;
2002;"3BHWIT";"SED";"WEPT";"DE.11W";1;9;;
2002;"3BHWIT";"SED";"WEPT";"DE.11W";1;10;;
2002;"3BHWIT";"SED";"WEPT";"DE.11W";1;11;;
2002;"3BHWIT";"MAJ";"WEPT";"BH.09dW";1;9;;
2002;"3BHWIT";"MAJ";"WEPT";"BH.09dW";1;10;;
2002;"3BHWIT";"MAJ";"WEPT";"BH.09dW";1;11;;
2002;"3BHWIT";"WEN";"WEPT";"BH.09bW";1;9;;
2002;"3BHWIT";"WEN";"WEPT";"BH.09bW";1;10;;
2002;"3BHWIT";"WEN";"WEPT";"BH.09bW";1;11;;
2003;"1AHBGM";"HEB";"GOM3";"C5.09";4;3;;
2003;"1AHBGM";"HEB";"GOM3";"C5.09";4;4;;
2006;"1AHWIT";"WEN";"WPT_4";"BH.11W";2;1;;
2006;"1AHWIT";"WEN";"WPT_4";"BH.11W";2;2;;
2006;"1AHWIT";"WEN";"WPT_4";"BH.11W";2;3;;
2006;"1AHWIT";"WEN";"WPT_4";"BH.11W";2;4;;
2006;"1AHWIT";"PIF";"WPT_4";"B1.13W";2;1;;
2006;"1AHWIT";"PIF";"WPT_4";"B1.13W";2;2;;
2006;"1AHWIT";"PIF";"WPT_4";"B1.13W";2;3;;
2006;"1AHWIT";"PIF";"WPT_4";"B1.13W";2;4;;
2006;"1AHWIT";"AGU";"WPT_4";"DE.13aW";2;1;;
2006;"1AHWIT";"AGU";"WPT_4";"DE.13aW";2;2;;
2006;"1AHWIT";"AGU";"WPT_4";"DE.13aW";2;3;;
2006;"1AHWIT";"AGU";"WPT_4";"DE.13aW";2;4;;
2006;"1AHWIT";"MAJ";"WPT_4";"B1.14W";2;1;;
2006;"1AHWIT";"MAJ";"WPT_4";"B1.14W";2;2;;
2006;"1AHWIT";"MAJ";"WPT_4";"B1.14W";2;3;;
2006;"1AHWIT";"MAJ";"WPT_4";"B1.14W";2;4;;
2007;"1AHBGM";"PC";"AMy";"C2.10";1;1;;
2007;"1AHBGM";"PC";"AMy";"C3.06";2;4;;
2007;"1AHBGM";"PC";"AMy";"C3.06";2;5;;
2007;"1AHBGM";"PC";"AMy";"C2.10";3;8;;
2008;"1BHBGM";"SWA";"Dx";"C5.10";1;7;;
2008;"1BHBGM";"SWA";"Dx";"C5.07";2;3;;
2008;"1BHBGM";"SWA";"Dx";"C5.07";2;4;;
2009;"1AHBGM";"AT";"Dy";"B5.11";2;8;;
2009;"1AHBGM";"AT";"Dy";"B5.11";2;9;;
2009;"1AHBGM";"AT";"Dy";"C2.11";5;1;;
4425;"3BHWIT";"WOF";"PRMN";"B4.14MF";2;3;;
4425;"3BHWIT";"WOF";"PRMN";"B4.14MF";2;4;;
2010;"3BHWIT";"WOF";"PRMNx";"B4.14MF";2;3;;
2010;"3BHWIT";"WOF";"PRMNx";"B4.14MF";2;4;;
2010;"3BHWIT";"WAB";"PRMNy";"B3.07MF";2;3;;
2010;"3BHWIT";"WAB";"PRMNy";"B3.07MF";2;4;;
2015;"1AHMNA";"BI";"E1y";"A3.12";4;7;;
2015;"1AHMNA";"BI";"E1y";"A3.12";5;3;;
2015;"1AHMNA";"STK";"E1x";"A3.05";4;7;;
2015;"1AHMNA";"STK";"E1x";"A2.05";5;3;;
2019;"1EVIF";"HOM";"AM";"C2.14";3;7;;
2019;"1EVIF";"HOM";"AM";"C2.14";3;8;;
2019;"1EVIF";"HOM";"AM";"C2.11";4;5;;
2019;"1EVIF";"HOM";"AM";"C2.11";4;6;;
2020;"1AHBGM";"GAL";"E1y";"B5.11";3;2;;
2020;"1AHBGM";"GAL";"E1y";"A1.05";5;4;;
2023;"1AHBGM";"AT";"Dx";"C2.11";2;4;;
2023;"1AHBGM";"AT";"Dx";"C2.11";2;5;;
2023;"1AHBGM";"AT";"Dx";"C5.09";5;4;;
2025;"1DVIF";"KUA";"RK";"C2.09";5;8;;
2028;"1DVIF";"KAM";"RISL";"C5.10";3;14;;
2031;"1BHBGM";"BRA";"AMx";"C5.10";1;8;;
2031;"1BHBGM";"BRA";"AMx";"C5.10";3;6;;
2031;"1BHBGM";"BRA";"AMx";"C5.10";5;6;;
2031;"1BHBGM";"BRA";"AMx";"C5.10";5;7;;
2032;"1EVIF";"POL";"D";"B5.12";2;7;;
2032;"1EVIF";"POL";"D";"B5.12";2;8;;
2032;"1EVIF";"POL";"D";"B5.09";4;7;;
2032;"1EVIF";"POL";"D";"B5.09";4;8;;
2033;"1BHBGM";"BOB";"AMy";"C5.09";1;8;;
2033;"1BHBGM";"BOB";"AMy";"B5.07";3;6;;
2033;"1BHBGM";"BOB";"AMy";"C3.06";5;6;;
2033;"1BHBGM";"BOB";"AMy";"C3.06";5;7;;
2036;"1BHBGM";"BOK";"Dy";"C5.09";1;7;;
2036;"1BHBGM";"BOK";"Dy";"B5.07";4;5;;
2036;"1BHBGM";"BOK";"Dy";"B5.07";4;6;;
2037;"1AVIF";"FEM";"COPR";"B2.10HW";4;11;;
2037;"1AVIF";"FEM";"COPR";"B2.10HW";4;12;;
2037;"1AVIF";"FEM";"COPR";"B2.10HW";4;13;;
2037;"1AVIF";"FEM";"COPR";"B2.10HW";4;14;;
2037;"1AVIF";"FEM";"COPR";"B2.10HW";4;15;;
2037;"1AVIF";"FEM";"COPR";"B2.10HW";4;16;;
2037;"1AVIF";"SCM";"COPR";"B3.07MF";4;11;;
2037;"1AVIF";"SCM";"COPR";"B3.07MF";4;12;;
2037;"1AVIF";"SCM";"COPR";"B3.07MF";4;13;;
2037;"1AVIF";"SCM";"COPR";"B3.07MF";4;14;;
2037;"1AVIF";"SCM";"COPR";"B3.07MF";4;15;;
2037;"1AVIF";"SCM";"COPR";"B3.07MF";4;16;;
2037;"1AVIF";"DRS";"COPR";"B2.09HW";4;11;;
2037;"1AVIF";"DRS";"COPR";"B2.09HW";4;12;;
2037;"1AVIF";"DRS";"COPR";"B2.09HW";4;13;;
2037;"1AVIF";"DRS";"COPR";"B2.09HW";4;14;;
2037;"1AVIF";"DRS";"COPR";"B2.09HW";4;15;;
2037;"1AVIF";"DRS";"COPR";"B2.09HW";4;16;;
2039;"1BVIF";"SCM";"COPR";"B3.07MF";2;11;;
2039;"1BVIF";"SCM";"COPR";"B3.07MF";2;12;;
2039;"1BVIF";"SCM";"COPR";"B3.07MF";2;13;;
2039;"1BVIF";"SCM";"COPR";"B3.07MF";2;14;;
2039;"1BVIF";"SCM";"COPR";"B3.07MF";2;15;;
2039;"1BVIF";"SCM";"COPR";"B3.07MF";2;16;;
2039;"1BVIF";"THW";"COPR";"B2.09HW";2;11;;
2039;"1BVIF";"THW";"COPR";"B2.09HW";2;12;;
2039;"1BVIF";"THW";"COPR";"B2.09HW";2;13;;
2039;"1BVIF";"THW";"COPR";"B2.09HW";2;14;;
2039;"1BVIF";"THW";"COPR";"B2.09HW";2;15;;
2039;"1BVIF";"THW";"COPR";"B2.09HW";2;16;;
2039;"1BVIF";"SPE";"COPR";"B2.10HW";2;11;;
2039;"1BVIF";"SPE";"COPR";"B2.10HW";2;12;;
2039;"1BVIF";"SPE";"COPR";"B2.10HW";2;13;;
2039;"1BVIF";"SPE";"COPR";"B2.10HW";2;14;;
2039;"1BVIF";"SPE";"COPR";"B2.10HW";2;15;;
2039;"1BVIF";"SPE";"COPR";"B2.10HW";2;16;;
2045;"1AHWIT";"BIT";"E1x";"A1.05";1;2;;
2045;"1AHWIT";"BIT";"E1x";"A1.05";3;3;;
2046;"1AHWII";"FAL";"Dy";"A1.15";2;7;;
2046;"1AHWII";"FAL";"Dy";"A1.15";2;8;;
2046;"1AHWII";"FAL";"Dy";"B1.08ab";3;5;;
2047;"1AHWII";"LAN";"INFIx";"DE.19L";2;3;;
2047;"1AHWII";"LAN";"INFIx";"DE.19L";2;4;;
2047;"1AHWII";"SOG";"INFIy";"B3.06MF";2;3;;
2047;"1AHWII";"SOG";"INFIy";"B3.06MF";2;4;;
2048;"2AFITN";"AMA";"NWT_1x";"B3.12NW";3;3;;
2048;"2AFITN";"AMA";"NWT_1x";"B3.12NW";3;4;;
2048;"2AFITN";"STC";"NWT_1y";"B3.12NW";3;3;;
2048;"2AFITN";"STC";"NWT_1y";"B3.12NW";3;4;;
2050;"5AHBGM";"GAL";"E1";"C2.06";2;3;;
2050;"5AHBGM";"GAL";"E1";"C2.06";5;3;;
2052;"3AFITN";"FEM";"NWT_4A";"B2.09HW";4;9;;
2052;"3AFITN";"FEM";"NWT_4A";"B2.09HW";4;10;;
2027;"1EVIF";"SPE";"COPR";"B2.09HW";5;5;;
2027;"1EVIF";"SPE";"COPR";"B2.09HW";5;6;;
2027;"1EVIF";"SPE";"COPR";"B2.09HW";5;7;;
2027;"1EVIF";"SPE";"COPR";"B2.09HW";5;8;;
2027;"1EVIF";"SPE";"COPR";"B2.09HW";5;9;;
2027;"1EVIF";"SPE";"COPR";"B2.09HW";5;10;;
2027;"1EVIF";"SCM";"COPR";"B3.08MF";5;5;;
2027;"1EVIF";"SCM";"COPR";"B3.08MF";5;6;;
